restaurant_name,restaurant_type,rating,num_ratings,avg_cost,has_online_order,has_table_booking,cuisines,area,address
Cafe Cerrise,Cafe,3.8,96,600.0,1,0,"Cafe, Continental, Salad",Brigade Road,Ulsoor
Cafe Chaippu,Quick Bites,2.8,40,150.0,0,0,"Kerala, Coffee",Sarjapur Road,Sarjapur Road
Cafe China,Quick Bites,3.7,42,500.0,1,0,Chinese,Kalyan Nagar,Banaswadi
Cafe Choco Craze,Cafe,3.7,9,400.0,0,0,"Cafe, Fast Food, Desserts",Bannerghatta Road,Bannerghatta Road
Cafe Coffee Day,Cafe,2.3,30,900.0,0,0,"Cafe, Fast Food",Brookefield,Brookefield
Cafe Coffee Day The Lounge,Cafe,2.9,59,650.0,1,0,"Cafe, Fast Food",Indiranagar,Indiranagar
Cafe Coffee Day The Square,Cafe,4.1,388,1100.0,0,0,Cafe,Church Street,Lavelle Road
Cafe Conico,Cafe,2.8,40,600.0,0,0,"Cafe, Beverages",Bannerghatta Road,Bannerghatta Road
Cafe Cosy,Cafe,4.1,102,800.0,0,1,"Cafe, Chinese, Continental, Fast Food",Basavanagudi,Jayanagar
Cafe Crumb'Z,"Cafe, Dessert Parlor",3.3,4,300.0,0,0,"Cafe, Beverages, Fast Food",Electronic City,Electronic City
Cafe Daily Bread,"Bakery, Quick Bites",3.7,128,600.0,0,0,"Bakery, Fast Food, Italian",Bellandur,Bellandur
Cafe D'Costa,Bakery,3.8,40,200.0,0,0,Bakery,Frazer Town,Frazer Town
Cafe D'Hide,Cafe,4.2,869,600.0,1,1,"Cafe, American, Continental, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Cafe Fattoush,Cafe,3.8,24,700.0,1,0,"Cafe, Lebanese","Byresandra,Tavarekere,Madiwala",Btm
Cafe Get Hooked,Cafe,3.6,17,600.0,1,0,Cafe,Kalyan Nagar,Banaswadi
Cafe Graffiters,Cafe,3.8,22,600.0,1,0,"Cafe, Continental, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Cafe Grill,Quick Bites,4.1,496,300.0,1,0,"Chinese, North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar
Cafe Happytizing,Cafe,4.1,351,700.0,1,0,"Cafe, Sandwich, Pizza, North Indian, Mexican",Electronic City,Electronic City
Cafe Highrangers,Cafe,3.3,4,400.0,1,0,"Cafe, Fast Food, Chinese",Electronic City,Electronic City
Cafe Hops,Dessert Parlor,3.7,24,300.0,0,0,"Desserts, Bakery",Bannerghatta Road,Jp Nagar
Cafe Hush,Cafe,3.6,22,500.0,0,0,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",Btm
Cafe Idly,Quick Bites,2.9,35,200.0,1,0,"South Indian, Fast Food",Indiranagar,Jeevan Bhima Nagar
Cafe Iftar,Quick Bites,3.8,20,200.0,0,0,"Fast Food, Street Food",Frazer Town,Frazer Town
Cafe Imroze,"Cafe, Casual Dining",3.6,95,650.0,1,0,"Cafe, Burger, Italian, Fast Food",Brigade Road,Infantry Road
Cafe Indiana,"Quick Bites, Dessert Parlor",3.5,17,600.0,0,0,"Fast Food, Desserts",Bannerghatta Road,Bannerghatta Road
Cafe Jezve,Cafe,3.8,18,500.0,0,0,Cafe,Kammanahalli,Koramangala 5Th Block
Cafe Kaara,Cafe,4.2,160,750.0,0,0,"Cafe, Salad, Desserts, Pizza",Brigade Road,Ulsoor
Cafe Kabana,Cafe,4.0,200,700.0,0,1,"Cafe, Continental",Bannerghatta Road,Bannerghatta Road
Cafe Lassi Lab,"Quick Bites, Beverage Shop",3.3,6,300.0,1,0,"Fast Food, Beverages",Malleshwaram,New Bel Road
Cafe Longing,Cafe,2.8,40,200.0,0,0,"Cafe, Fast Food",Koramangala 5Th Block,Btm
Cafe Madhura,Quick Bites,3.8,59,200.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",Hsr
Cafe Mamma Mia,"Casual Dining, Cafe",3.7,239,600.0,0,0,"Continental, Italian, Cafe, Beverages, Desserts",Rajajinagar,Basaveshwara Nagar
Cafe Mandala,Cafe,3.9,48,600.0,1,0,Cafe,Malleshwaram,New Bel Road
Cafe Mangii,Casual Dining,4.3,1048,1600.0,1,1,"Italian, Continental, Pizza",Brigade Road,Lavelle Road
Cafe Max,"Cafe, Casual Dining",4.2,1654,1300.0,0,0,"Cafe, Continental, Italian, German, French, Spanish",Indiranagar,Indiranagar
Cafe Medley,Cafe,4.2,1059,800.0,1,0,"Cafe, Continental, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Cafe Mingo?S,Quick Bites,3.3,4,200.0,0,0,"Fast Food, Beverages",Frazer Town,Cunningham Road
Cafe Mist,Cafe,3.8,186,500.0,1,0,"Cafe, American, Continental, Italian",Bannerghatta Road,Jp Nagar
Cafe Monarch Luxur,Casual Dining,3.8,23,800.0,0,0,"North Indian, South Indian, Chinese, Fast Food",Brigade Road,Infantry Road
Cafe Mondo,Cafe,3.7,513,600.0,1,0,"Cafe, Italian, Beverages",Jayanagar,Basavanagudi
Cafe Mozaic - Taj Mg Road Bengaluru,"Casual Dining, Cafe",4.1,563,2500.0,0,1,"North Indian, Italian, South Indian, Continental, Cafe, Salad",Brigade Road,Mg Road
Cafe Nibras,Cafe,3.4,10,400.0,0,0,"Cafe, Continental",Frazer Town,Banaswadi
Cafe Noir,Casual Dining,3.4,4,1500.0,1,0,"European, French, Salad",Brookefield,Whitefield
Cafe Nosh,Cafe,4.2,583,500.0,1,0,"Cafe, Continental, Steak",New Bel Road,Sahakara Nagar
Cafe Nova,Cafe,3.2,11,600.0,0,0,"Cafe, Bakery",Banashankari,Banashankari
Cafe Nukkad,Quick Bites,4.0,89,200.0,1,0,Fast Food,Kalyan Nagar,Kalyan Nagar
Cafe Of Joy,Casual Dining,3.7,51,600.0,0,0,Continental,Brookefield,Whitefield
Cafe Oleiva,Cafe,3.3,6,500.0,0,0,Cafe,Indiranagar,Thippasandra
Cafe Olive,Cafe,3.1,14,500.0,0,0,"Cafe, Italian",Brookefield,Marathahalli
Cafe On The Way,Cafe,4.0,275,500.0,1,0,Cafe,Koramangala 4Th Block,Koramangala 3Rd Block
Cafe Orio,Cafe,4.0,147,400.0,0,0,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",Btm
Cafe P Square,Quick Bites,3.8,26,250.0,1,0,"Street Food, Beverages, Fast Food",Kalyan Nagar,Kalyan Nagar
Cafe Palmyra,"Casual Dining, Cafe",4.2,500,2000.0,0,1,"Chinese, North Indian, Continental, Cafe",Brookefield,Whitefield
Cafe Palnad,Quick Bites,4.0,92,400.0,1,0,"South Indian, Fast Food",Electronic City,Electronic City
Cafe Petu,Quick Bites,3.8,373,300.0,1,0,"North Indian, Sandwich",Brookefield,Marathahalli
Cafe Pink Pajamas,Cafe,4.1,577,700.0,1,1,"Cafe, Italian",Kalyan Nagar,Kalyan Nagar
Cafe Poetry,Cafe,3.7,55,400.0,1,0,"Cafe, Beverages, Healthy Food",Malleshwaram,New Bel Road
Cafe Potpourri,Cafe,3.7,131,400.0,1,0,"Cafe, Sandwich, North Indian, Beverages, Desserts",Bannerghatta Road,Jp Nagar
Cafe Qissa,Quick Bites,3.3,5,100.0,0,0,"Burger, Cafe, Drinks Only, Juices",Kalyan Nagar,Kalyan Nagar
Cafe Repeat,Quick Bites,2.8,40,250.0,0,0,"North Indian, Fast Food",Bellandur,Sarjapur Road
Cafe Ritzz,Casual Dining,3.6,40,700.0,0,1,"North Indian, Chinese",Old Airport Road,Indiranagar
Cafe Rossini,Casual Dining,3.9,431,700.0,1,0,"Continental, Italian, Chinese",Malleshwaram,New Bel Road
Cafe Shawamek,Quick Bites,3.2,4,300.0,0,0,Fast Food,Electronic City,Electronic City
Cafe Shuffle,Cafe,4.2,150,600.0,1,1,"Cafe, Italian, Continental",Banashankari,Banashankari
Cafe Soy,"Takeaway, Delivery",3.8,47,250.0,1,0,Asian,Indiranagar,Indiranagar
Cafe Srinidhi,Quick Bites,3.1,91,200.0,0,0,"South Indian, North Indian, Fast Food, Street Food",Old Airport Road,Indiranagar
Cafe Sulaimani,Quick Bites,2.8,40,300.0,0,0,"Kerala, South Indian, Biryani","Byresandra,Tavarekere,Madiwala",Btm
Cafe Talk,"Cafe, Casual Dining",3.3,14,700.0,0,0,"Cafe, Continental, North Indian, Bakery, Desserts",Bannerghatta Road,Bannerghatta Road
Cafe Talkhouse,Quick Bites,3.8,23,400.0,0,0,North Indian,Hsr,Hsr
Cafe Terra,Cafe,2.8,40,700.0,1,0,"Cafe, Continental",Basavanagudi,Jayanagar
Cafe Thulp,Cafe,3.4,54,1000.0,1,0,"Cafe, Burger, Italian, Salad",Brookefield,"Itpl Main Road, Whitefield"
Cafe Treat - The Pride Hotel,Casual Dining,4.1,118,1000.0,1,0,"Continental, Asian, Italian",Church Street,Richmond Road
Cafe Udupi Ruchi,Quick Bites,4.0,140,350.0,1,0,"South Indian, North Indian, Street Food",Rajajinagar,Vijay Nagar
Cafe Velvette,"Cafe, Dessert Parlor",3.4,11,400.0,0,0,"Cafe, American, Italian, Continental",Old Airport Road,Domlur
Cafe Vivacity,Cafe,3.8,90,650.0,1,0,Cafe,Banashankari,Banashankari
Cafe Xtasi,"Takeaway, Delivery",2.8,40,400.0,0,0,Pizza,Electronic City,Electronic City
Cafe Zamorin,Quick Bites,3.7,23,300.0,1,0,"Chinese, Kerala",Kalyan Nagar,Hennur
Cafe Zone,Quick Bites,3.9,149,300.0,1,0,"Fast Food, Chinese, Rolls",Banashankari,Kumaraswamy Layout
Cafe Zuppa,Cafe,2.8,40,450.0,1,0,"Cafe, Pizza, Fast Food",Bannerghatta Road,Jp Nagar
Caf-Eleven,Cafe,4.0,424,450.0,0,0,"Cafe, Continental",Banashankari,Banashankari
Cafemoto,Cafe,4.0,201,800.0,1,0,"Cafe, Continental, Italian, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Caferia,Quick Bites,3.3,4,200.0,1,0,"Fast Food, Street Food",Church Street,Frazer Town
Cafesta,Cafe,4.3,559,550.0,1,0,"Cafe, Italian, Fast Food, Desserts",Brookefield,Whitefield
Cafeteria Al - Falah,Quick Bites,3.3,5,300.0,0,0,"Fast Food, North Indian",Kalyan Nagar,Banaswadi
Cafezone,Quick Bites,3.7,27,250.0,1,0,"Burger, Fast Food, Beverages",Kalyan Nagar,Banaswadi
Caffe Maven,Quick Bites,3.4,25,300.0,1,0,"Chinese, North Indian",Brigade Road,Residency Road
Caffe Pascucci,Cafe,4.1,719,950.0,1,1,"Cafe, Continental, Pizza, Italian, Beverages","Byresandra,Tavarekere,Madiwala",Hsr
Cake 24X7,Bakery,3.2,10,450.0,1,0,"Bakery, Desserts",Brookefield,Whitefield
Cake Art,"Bakery, Quick Bites",2.9,27,400.0,0,0,Bakery,"Byresandra,Tavarekere,Madiwala",Jp Nagar
Cake Box,Bakery,2.9,24,400.0,1,0,"Bakery, Desserts",Bellandur,Marathahalli
Cake Cafe,Bakery,4.0,157,300.0,1,0,"Bakery, Desserts",Hsr,Hsr
Cake Chemistry,Bakery,2.8,40,500.0,1,0,"Bakery, Desserts",Basavanagudi,Jayanagar
Cake Delights,Bakery,3.6,24,500.0,1,0,"Bakery, Desserts",Bellandur,Sarjapur Road
Cake Dilim,Bakery,2.8,40,500.0,1,0,Bakery,Indiranagar,Jeevan Bhima Nagar
Cake Gallery,Bakery,3.6,24,300.0,1,0,Bakery,Malleshwaram,Yeshwantpur
Cake Genie,Dessert Parlor,3.9,149,300.0,0,0,"Desserts, Fast Food",Indiranagar,Indiranagar
Cake Ghar,Bakery,3.8,15,400.0,1,0,Bakery,Banashankari,Basavanagudi
Cake House - Story Cafe,Quick Bites,3.8,79,650.0,0,0,"Bakery, Desserts",Kammanahalli,Kalyan Nagar
Cake Inc.,Bakery,3.5,40,450.0,0,0,"Bakery, Desserts",Indiranagar,Domlur
Cake Menu,Bakery,3.2,11,400.0,1,0,Bakery,Hsr,Bommanahalli
Cake N Cream,Bakery,3.5,40,360.0,0,0,"Bakery, Desserts",Indiranagar,Jeevan Bhima Nagar
Cake Of Day,Bakery,2.8,40,150.0,0,0,Bakery,Basavanagudi,Basavanagudi
Cake Of The Day,Bakery,3.2,4,150.0,0,0,Bakery,Basavanagudi,Basavanagudi
Cake Palace,Dessert Parlor,3.4,11,100.0,1,0,Bakery,Indiranagar,Indiranagar
Cake Town Cafe,"Bakery, Dessert Parlor",3.9,75,500.0,1,0,"Bakery, Desserts",Bellandur,Bellandur
Cake Yard,Dessert Parlor,2.9,30,250.0,0,0,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block
Cakea,Delivery,2.8,40,300.0,0,0,Bakery,Electronic City,Electronic City
Cakeberries,Bakery,3.7,15,200.0,0,0,"Bakery, Desserts",Old Airport Road,Old Airport Road
Cakebox,Bakery,3.5,18,400.0,1,0,"Bakery, Desserts",Hsr,Hsr
Cakebuy,Dessert Parlor,3.9,70,350.0,1,0,Desserts,Bannerghatta Road,Bannerghatta Road
Cake-O-Mania,"Takeaway, Delivery",3.4,7,300.0,1,0,"Bakery, Desserts",Bannerghatta Road,Bannerghatta Road
Cakeport,Bakery,3.4,20,400.0,0,0,Bakery,Jayanagar,Jayanagar
Cakes & Candles,"Bakery, Dessert Parlor",3.1,11,300.0,1,0,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Cakes & Slices,Bakery,3.5,13,300.0,0,0,"Bakery, Desserts",Banashankari,Banashankari
Cakes And Crumbs,Dessert Parlor,3.4,8,350.0,0,0,Bakery,Bannerghatta Road,Jp Nagar
Cakes And Moulds,Bakery,3.6,19,300.0,0,0,"Bakery, Desserts",Koramangala 4Th Block,Koramangala 1St Block
Cakes By M,Delivery,3.4,7,500.0,0,0,Bakery,Bannerghatta Road,Bannerghatta Road
Cakes Wagon,Bakery,3.3,37,600.0,1,0,"Bakery, Desserts",Electronic City,Electronic City
"Cakes, Crumbs & Magic",Bakery,3.3,4,300.0,0,0,Bakery,Kalyan Nagar,Kalyan Nagar
Cakesta,Bakery,4.1,119,500.0,1,0,"Bakery, Desserts",Brookefield,"Itpl Main Road, Whitefield"
Cakewala,Bakery,4.1,230,500.0,1,0,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Jp Nagar
Cakewalk,Dessert Parlor,4.1,540,500.0,0,0,"Desserts, Bakery",Indiranagar,Indiranagar
Cakezone,Bakery,3.2,9,500.0,1,0,"Bakery, Desserts",Electronic City,Electronic City
Calcutta Cafe,Quick Bites,3.5,45,350.0,1,0,"Bengali, Chinese, Sandwich",Banashankari,Kumaraswamy Layout
Calcutta Chats,Quick Bites,3.5,17,200.0,0,0,"Street Food, North Indian",Church Street,Vasanth Nagar
Calcutta North Indian Meals,Quick Bites,3.2,5,200.0,0,0,North Indian,Whitefield,Whitefield
Calcutta Victoria Chat House,Quick Bites,2.8,132,200.0,1,0,"Fast Food, Street Food",Kammanahalli,Banaswadi
Calicut Durbar,Quick Bites,3.8,57,500.0,1,0,"Arabian, North Indian",Koramangala 5Th Block,Koramangala 7Th Block
Calicut Mess House,Mess,3.2,5,250.0,0,0,Kerala,Whitefield,Whitefield
Calicut Restaurant,Casual Dining,3.9,171,450.0,1,0,"Kerala, South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur
California Burrito,Food Court,3.3,9,400.0,0,0,"Mexican, Fast Food",Jayanagar,Jp Nagar
Call A Cake,Delivery,3.6,41,500.0,1,0,Bakery,"Byresandra,Tavarekere,Madiwala",Btm
Calorie Express,Delivery,3.6,192,450.0,1,0,Healthy Food,Bannerghatta Road,Btm
Calvin'S,Dessert Parlor,2.9,231,800.0,0,0,"Desserts, Italian, Pizza",Bannerghatta Road,Jp Nagar
Camp Tandoor,Quick Bites,3.7,15,300.0,1,0,North Indian,Church Street,Ulsoor
Campus Juice Corner,Quick Bites,3.3,6,100.0,0,0,"Fast Food, Juices",Jp Nagar,Kumaraswamy Layout
Candy Cake,Bakery,3.4,6,500.0,0,0,Bakery,"Byresandra,Tavarekere,Madiwala",Btm
Cane Crussh,Beverage Shop,2.8,40,100.0,1,0,Juices,"Byresandra,Tavarekere,Madiwala",Btm
Cane Recipes,Quick Bites,3.5,14,100.0,0,0,Juices,Bannerghatta Road,Bannerghatta Road
Cane-O-La,Quick Bites,3.8,61,100.0,1,0,Juices,Banashankari,Basavanagudi
Canopus Multicuisine Restaurant,Casual Dining,2.8,40,800.0,1,0,"North Indian, Seafood, Biryani, Chinese",Bellandur,Marathahalli
Canopy,Casual Dining,3.0,107,800.0,0,0,"North Indian, Continental, Chinese",Brigade Road,Mg Road
Canopy Flavours,Cafe,2.6,49,450.0,0,0,"Cafe, Fast Food",Hsr,Hsr
Canton,Casual Dining,3.4,197,800.0,1,0,"Chinese, Seafood, Biryani",Jayanagar,Jayanagar
Caperberry,Fine Dining,4.6,1423,2200.0,0,1,"Spanish, Italian, Mediterranean, European, Salad",Brigade Road,Lavelle Road
Caprese - Shangri-La Hotel,Fine Dining,4.2,233,3000.0,0,1,Italian,Lavelle Road,Vasanth Nagar
Capri Gastrobar,"Bar, Casual Dining",4.3,284,1200.0,0,1,"Mediterranean, Italian, Asian",Brigade Road,St. Marks Road
Capsicum Family Restaurant,Casual Dining,3.8,254,800.0,1,0,"Biryani, North Indian",Bannerghatta Road,Btm
Captain Egg,Food Court,4.1,18,400.0,0,0,Fast Food,Whitefield,Whitefield
Caramel Shake,Beverage Shop,2.8,40,200.0,1,0,"Beverages, Juices, Ice Cream",Basavanagudi,Btm
Caramel Whitefield,"Dessert Parlor, Quick Bites",3.7,56,1000.0,0,0,"Desserts, Bakery",Whitefield,Whitefield
Caraway Kitchen - Conrad Bengaluru,Fine Dining,4.3,145,2800.0,0,1,"American, Continental, North Indian, South Indian",Indiranagar,Ulsoor
Carbon Cup,Quick Bites,3.5,12,400.0,1,0,"North Indian, Arabian, Fast Food, Chinese",Malleshwaram,New Bel Road
Cardamom Pods,Quick Bites,2.8,40,450.0,1,0,"North Indian, Chinese",Marathahalli,Marathahalli
Cariocake,Bakery,3.9,56,350.0,0,0,"Bakery, Desserts",Jayanagar,Jp Nagar
Carlos Cake Cafe,Bakery,3.3,7,300.0,1,0,"Bakery, Desserts",Brookefield,Marathahalli
Carnatic,Casual Dining,4.1,193,1000.0,0,1,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",Residency Road,Church Street
Carnival Cakes & Breads,"Bakery, Quick Bites",3.5,49,200.0,0,0,"Bakery, Fast Food",Hsr,Hsr
Carnival De Goa,"Casual Dining, Bar",4.2,980,1000.0,1,1,"Goan, Mangalorean, Pizza",Brigade Road,Ulsoor
Carrots,Casual Dining,4.1,600,1100.0,1,1,"Italian, North Indian, Healthy Food, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block
Casa De Goa,"Casual Dining, Pub",4.2,341,1400.0,1,1,"Goan, Mangalorean",Kalyan Nagar,Kalyan Nagar
Casa Express,Quick Bites,2.6,26,400.0,0,0,"Chinese, Italian",Brigade Road,Residency Road
Casa Piccosa,"Casual Dining, Bar",4.1,842,1100.0,1,1,"South American, Continental, Italian",Bannerghatta Road,Jp Nagar
Casamia,Quick Bites,3.6,23,400.0,1,0,"Andhra, Kerala, South Indian",Malleshwaram,Yeshwantpur
Cashmere Nites,Casual Dining,3.5,74,600.0,1,0,Kashmiri,"Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block
Casino Hotel,Casual Dining,3.9,343,500.0,1,0,"North Indian, Chinese",Malleshwaram,New Bel Road
Castle Rock,Casual Dining,3.6,172,700.0,1,0,"North Indian, Chinese",Banashankari,Uttarahalli
Catch-Up-Ino,Cafe,3.9,133,800.0,1,0,"Cafe, Fast Food, Continental, Chinese, Momos",Banashankari,Banashankari
Cauvery Fast Food,Quick Bites,3.2,4,150.0,0,0,Chinese,Koramangala 4Th Block,Ejipura
Cauvery Hyderabadi Biriyani,Casual Dining,3.8,111,600.0,0,0,"North Indian, Chinese",Bellandur,Marathahalli
Cauvery Punjabi Khana,Quick Bites,3.4,11,300.0,0,0,"North Indian, South Indian",Rajajinagar,Majestic
Cave N Dine,"Casual Dining, Bar",3.1,405,800.0,1,1,"North Indian, Chinese, Seafood",Rajajinagar,Basaveshwara Nagar
Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200.0,1,0,"North Indian, Thai, Chinese, Continental",Electronic City,Electronic City
Celebrations 365,Dessert Parlor,3.3,4,350.0,1,0,"Desserts, Ice Cream",Brookefield,Brookefield
Celeste'S Kitchen,Delivery,3.3,5,400.0,0,0,"Chinese, Fast Food, North Indian",Indiranagar,Domlur
Central Cafe,"Beverage Shop, Quick Bites",3.2,4,300.0,1,0,"Beverages, Fast Food",Marathahalli,Marathahalli
Central Jail Restaurant,Casual Dining,3.7,420,700.0,1,0,"Andhra, Seafood, North Indian, Chinese",Jayanagar,Jayanagar
Chaai Bee,"Beverage Shop, Quick Bites",3.5,8,250.0,0,0,"Beverages, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block
Chaai Resto,Beverage Shop,2.7,16,300.0,0,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Chaarcoal,Casual Dining,4.0,444,1200.0,1,0,North Indian,Bellandur,Bellandur
Chaat Bazaar,Quick Bites,3.7,34,300.0,1,0,Street Food,Brookefield,Whitefield
Chaat Central,Food Court,3.3,4,300.0,1,0,"Street Food, North Indian",Bannerghatta Road,Bannerghatta Road
Chaat Chatore,Quick Bites,3.1,5,300.0,0,0,Fast Food,Bannerghatta Road,Bannerghatta Road
Chaat Express,Quick Bites,3.4,15,200.0,1,0,"Fast Food, North Indian",Sarjapur Road,Hsr
Chaat Junction,Quick Bites,3.6,12,200.0,0,0,"Street Food, North Indian, Fast Food",Brookefield,Whitefield
Chaat Lounge,"Food Court, Quick Bites",3.0,16,300.0,1,0,"North Indian, Street Food",Malleshwaram,Yeshwantpur
Chaat Street,Kiosk,3.9,293,250.0,1,0,"Street Food, North Indian",Koramangala 5Th Block,Koramangala 6Th Block
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",Hsr,Hsr
Chaatimes,Quick Bites,3.4,8,200.0,1,0,"Street Food, Fast Food",Bannerghatta Road,Bannerghatta Road
Chaatter Box,Quick Bites,3.4,9,250.0,1,0,"South Indian, Chinese, North Indian",Jp Nagar,Kumaraswamy Layout
Chaavadi,Casual Dining,3.7,38,750.0,0,0,"North Indian, Biryani, Seafood, Chinese, Mangalorean",Indiranagar,Indiranagar
Cha-Cha Cha-Chi,Quick Bites,3.3,4,100.0,0,0,"Fast Food, Beverages",Hsr,Hsr
Chacha Ka Dhaba,Quick Bites,2.8,40,400.0,0,0,"North Indian, Chinese",Brookefield,Whitefield
Chackochi Mess,Mess,3.3,6,250.0,0,0,"Kerala, South Indian",Hsr,Bommanahalli
Chai & Kadi,Quick Bites,3.8,30,200.0,0,0,South Indian,Indiranagar,Indiranagar
Chai Cafe,Cafe,3.9,49,200.0,0,0,Cafe,Indiranagar,Indiranagar
Chai Central,"Quick Bites, Beverage Shop",3.2,10,200.0,1,0,"Tea, Fast Food",Frazer Town,Rt Nagar
Chai Chowk,Quick Bites,3.8,81,200.0,0,0,"Chinese, Fast Food",Koramangala 6Th Block,Koramangala 7Th Block
Chai Culture,Beverage Shop,3.6,8,200.0,1,0,Beverages,Basavanagudi,Jayanagar
Chai Darbaar,Quick Bites,3.1,7,300.0,1,0,"North Indian, Chinese, Fast Food",Marathahalli,Marathahalli
Chai Days,Cafe,4.4,105,200.0,1,0,"Cafe, Tea, Beverages, Fast Food",Indiranagar,Indiranagar
Chai Galli,Cafe,4.1,825,300.0,1,0,"Cafe, Street Food",Marathahalli,Brookefield
Chai Kada,"Beverage Shop, Quick Bites",3.6,10,400.0,0,0,"Beverages, Fast Food",Kammanahalli,Kalyan Nagar
Chai Ki Tapri,Cafe,3.7,16,250.0,0,0,Cafe,Brigade Road,Mg Road
Chai Kraft,Beverage Shop,4.1,30,100.0,1,0,"Beverages, Tea",Banashankari,Jayanagar
Chai Makhan,Quick Bites,3.5,40,300.0,0,0,"North Indian, Chinese, South Indian",Koramangala 6Th Block,Btm
Chai Makhani,Beverage Shop,3.5,11,100.0,1,0,"Beverages, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Chai Mane,"Beverage Shop, Quick Bites",3.2,6,100.0,0,0,"Beverages, Sandwich",Basavanagudi,Basavanagudi
Chai Mania,Cafe,2.8,67,300.0,1,0,"Cafe, Tea, Beverages",Brookefield,Marathahalli
Chai Masthi,Quick Bites,3.4,9,200.0,1,0,"Fast Food, Lebanese",Indiranagar,Domlur
Chai Point,Beverage Shop,3.8,94,250.0,1,0,"Fast Food, Beverages",Marathahalli,Marathahalli
Chai Resto,Quick Bites,3.3,5,200.0,0,0,"Fast Food, Tea",Indiranagar,Jeevan Bhima Nagar
Chai Street,Beverage Shop,3.2,5,150.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Chai World,Quick Bites,3.5,18,300.0,1,0,"Tea, Beverages, Sandwich, Fast Food",Bellandur,Sarjapur Road
Chaipatty,Cafe,3.0,1275,400.0,0,0,Cafe,Old Airport Road,Indiranagar
Chaitanya Cafe,Quick Bites,3.9,92,300.0,1,0,"South Indian, North Indian, Fast Food",Bannerghatta Road,Jp Nagar
Chaitanya Grand,Quick Bites,3.6,11,300.0,0,0,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
Chaitanya Veg,Quick Bites,3.2,5,300.0,1,0,South Indian,Brigade Road,Shivajinagar
Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4,600.0,0,0,"Andhra, North Indian, Chinese",Brigade Road,Cunningham Road
Chaithanya Delicacy,Casual Dining,3.7,52,550.0,0,0,"North Indian, South Indian, Chinese",Brigade Road,Richmond Road
Chaithanya Veg,Quick Bites,3.7,38,200.0,0,0,"South Indian, North Indian, Chinese",Indiranagar,Indiranagar
Chaithanya Xpress,Quick Bites,3.6,12,300.0,0,0,"South Indian, North Indian",Indiranagar,Indiranagar
Chaitra Restaurant,Quick Bites,3.7,35,700.0,1,0,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar
Chaiwala,Quick Bites,3.1,53,100.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Chaiywaala Da Dhaba,Cafe,3.7,67,250.0,1,0,"Cafe, Tea",New Bel Road,New Bel Road
Chakh Le Foods,Casual Dining,3.4,257,500.0,1,1,"North Indian, Mughlai, Bengali, Chinese",Indiranagar,Jeevan Bhima Nagar
Chakh Le India,Quick Bites,3.1,92,300.0,1,0,"North Indian, Chinese, Rolls",Brookefield,Marathahalli
Chakum Chukum Calcutta On A Roll,Quick Bites,2.8,94,400.0,1,0,"Fast Food, Rolls",Old Airport Road,Indiranagar
Chalo Delhi Darbaar,Quick Bites,3.5,40,400.0,0,0,"North Indian, Mughlai, Chinese",Koramangala 6Th Block,Ejipura
Chamarajpet Non Veg Restaurant,Quick Bites,3.6,13,200.0,0,0,"South Indian, Biryani",Basavanagudi,Basavanagudi
Champaran Spice,Quick Bites,3.4,5,400.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",Btm
Chamrajpet Chats And Juice Corner,Quick Bites,2.8,40,150.0,0,0,Fast Food,Basavanagudi,Basavanagudi
Chamrajpet Kabab Junction,Quick Bites,3.2,4,250.0,0,0,"North Indian, Mughlai",Basavanagudi,Basavanagudi
