restaurant_name,rating,avg_cost,area,primary_cuisine,cluster_name
Shanthala Icecreams,3.4,150.0,Rajajinagar,Ice Cream,Budget-Friendly
Shanthi Sagar,3.1,400.0,Banashankari,South Indian,Mid-Range
Shanthi Sagar Deluxe,2.7,500.0,Church Street,South Indian,Luxury Premium
Shanthi Sweets & Bakery,3.4,200.0,Indiranagar,Mithai,Budget-Friendly
Shanti Sweets,3.8,300.0,Kammanahalli,Mithai,Budget-Friendly
Sharaab Factory,3.9,1500.0,Bellandur,Biryani,Luxury Premium
Sharief Bhai,4.3,700.0,Frazer Town,Mughlai,Luxury Premium
Sharma Ji Chaats And Desi Khana,2.8,200.0,Basavanagudi,North Indian,Budget-Friendly
Sharma'S Malai & Masala,4.0,550.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Sharon Hotel,2.8,300.0,Electronic City,Kerala,Budget-Friendly
Shater Grill House,3.5,700.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Shawarma & Kolkata Rolls,3.3,100.0,New Bel Road,Rolls,Budget-Friendly
Shawarma Bae,3.3,200.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Shawarma Bite,2.8,200.0,"Byresandra,Tavarekere,Madiwala",Arabian,Budget-Friendly
Shawarma Hunt,3.4,300.0,Hsr,Arabian,Budget-Friendly
Shawarma Inc,3.0,250.0,Indiranagar,Rolls,Budget-Friendly
Shawarma King Restaurant,3.4,500.0,Kalyan Nagar,Arabian,Luxury Premium
Shawarma Time,3.7,300.0,Indiranagar,Arabian,Budget-Friendly
She Brews,3.7,400.0,Electronic City,Cafe,Mid-Range
Shebestan - Sterlings Mac Hotel,4.2,1500.0,Indiranagar,Arabian,Luxury Premium
Sheesh Kebab,4.0,700.0,Mg Road,North Indian,Luxury Premium
Shee-Sha Cafe,3.6,800.0,Bannerghatta Road,Cafe,Luxury Premium
Shekhawati Restaurant,3.7,300.0,Bellandur,North Indian,Budget-Friendly
Sher-E-Punjab,3.1,400.0,Koramangala 5Th Block,North Indian,Mid-Range
Sherlock'S Cafe,3.6,350.0,Mg Road,Cafe,Mid-Range
Sherlock'S Pub,3.2,1500.0,Marathahalli,Continental,Luxury Premium
Shetty'S Kitchen,3.7,600.0,Bannerghatta Road,Mangalorean,Luxury Premium
Shezan,4.1,600.0,Brigade Road,Chinese,Luxury Premium
Shift,4.2,1500.0,"Byresandra,Tavarekere,Madiwala",Finger Food,Luxury Premium
Shilpa Gulati'S Desserts,3.6,600.0,Lavelle Road,Bakery,Luxury Premium
Shilpa Veg,3.6,250.0,Brigade Road,South Indian,Budget-Friendly
Shiro,4.4,3000.0,Brigade Road,Japanese,Luxury Premium
Shiv Sagar,2.8,800.0,Brigade Road,South Indian,Luxury Premium
Shiv Sager,3.0,200.0,Brigade Road,South Indian,Budget-Friendly
Shiv Sai,3.2,400.0,Bannerghatta Road,North Indian,Mid-Range
Shiv Sai Hotel,3.5,400.0,Bannerghatta Road,North Indian,Mid-Range
Shiv Shakthi,4.0,100.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Shiv Shankar Chaats,3.7,150.0,Frazer Town,Street Food,Budget-Friendly
Shiv Shankar Hotel,3.5,350.0,Electronic City,North Indian,Mid-Range
Shiva Sai Andhra Hotel,3.2,300.0,Koramangala 4Th Block,South Indian,Budget-Friendly
Shivaay'S Cafe,2.8,400.0,Jayanagar,Cafe,Mid-Range
Shivaji Maratha Hotel,3.4,400.0,Lavelle Road,South Indian,Mid-Range
Shivaji Military Hotel,4.3,450.0,Jp Nagar,South Indian,Luxury Premium
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,3.6,300.0,Brigade Road,Biryani,Budget-Friendly
Shiva'S Bar And Restaurant,2.8,800.0,"Byresandra,Tavarekere,Madiwala",South Indian,Luxury Premium
Shivas Family Restaurant,3.4,550.0,New Bel Road,North Indian,Luxury Premium
Shiva'S Naram Garam,3.3,250.0,Kalyan Nagar,North Indian,Budget-Friendly
Shizusan Shophouse & Bar,4.4,1800.0,Whitefield,Asian,Luxury Premium
Shoiab Family Restaurant,3.6,600.0,Electronic City,North Indian,Luxury Premium
Sholay - The Barbeque,3.5,1200.0,New Bel Road,North Indian,Luxury Premium
Shradhi Lunch Home,3.2,400.0,Rajajinagar,Mughlai,Mid-Range
Shree Annapoorneshwari Mess,3.3,200.0,Indiranagar,South Indian,Budget-Friendly
Shree Balaji Paratha House,3.0,200.0,Basavanagudi,North Indian,Budget-Friendly
Shree Cool Point,4.1,150.0,Banashankari,Fast Food,Budget-Friendly
Shree Durga,3.2,500.0,Old Airport Road,North Indian,Luxury Premium
Shree Durgamba Juice Centre,3.1,200.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Shree Guru Juice 'N' Ice,3.3,250.0,Bannerghatta Road,Fast Food,Budget-Friendly
Shree Guru Raghavendra Chats Chintamani Special,3.6,200.0,Bannerghatta Road,Street Food,Budget-Friendly
Shree Guru Sagar,3.5,500.0,Malleshwaram,Chinese,Luxury Premium
Shree Guru Sagar Fast Food,3.6,300.0,Malleshwaram,North Indian,Budget-Friendly
Shree K Foods,2.8,300.0,Sarjapur Road,Street Food,Budget-Friendly
Shree Khana Khazana,3.9,450.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Shree Krishna Sannidhi,3.4,450.0,Bannerghatta Road,North Indian,Luxury Premium
Shree Mahalakshmi Sweets,3.2,100.0,Banashankari,Mithai,Budget-Friendly
Shree Mandarathi Grand,3.7,400.0,Banashankari,South Indian,Mid-Range
Shree Manjunatha Bar And Restaurant,3.4,550.0,Jp Nagar,North Indian,Luxury Premium
Shree Maruthi Sweets,3.2,250.0,Jp Nagar,Mithai,Budget-Friendly
Shree Mithai,3.5,400.0,Old Airport Road,Desserts,Mid-Range
Shree Muthahalli Veg,4.1,300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Shree Nandini Andhra Mess,3.3,150.0,"Byresandra,Tavarekere,Madiwala",Andhra,Budget-Friendly
Shree Ranga Vilas,3.2,500.0,Electronic City,North Indian,Luxury Premium
Shree Sadguru Refreshment,3.2,400.0,Church Street,South Indian,Mid-Range
Shree Sagar,2.8,500.0,Basavanagudi,North Indian,Luxury Premium
Shree Saraswathi Sweets Centre,3.6,100.0,"Byresandra,Tavarekere,Madiwala",Mithai,Budget-Friendly
Shree Thali,4.0,150.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Shree Udupi Grand,3.5,450.0,Bannerghatta Road,South Indian,Luxury Premium
Shree Udupi South Kitchen,2.8,150.0,Banashankari,South Indian,Budget-Friendly
Shree Venkateshwara North Karnataka Hotel,4.0,200.0,Banashankari,South Indian,Budget-Friendly
Shreedevi,3.7,600.0,Indiranagar,North Indian,Luxury Premium
Shreeji Restaurant,3.8,300.0,Brookefield,North Indian,Budget-Friendly
Shreya Ranna Ghar,3.3,350.0,Brookefield,Bengali,Mid-Range
Shreyas Upahar & Burger Point,3.0,200.0,Banashankari,South Indian,Budget-Friendly
Shri Family Restaurant,3.3,400.0,Malleshwaram,South Indian,Mid-Range
Shri Guru Raghavendra Grand Veg,2.8,400.0,Banashankari,South Indian,Mid-Range
Shri Krishna Bhavan,3.7,350.0,Indiranagar,South Indian,Mid-Range
Shri Lakshami Venkateshwara Iyengar'S Bakery,3.5,250.0,Jp Nagar,Bakery,Budget-Friendly
Shri Lakshmi Vilas Andhra Mess - Taste Of Vijayawada,2.8,500.0,Electronic City,Andhra,Luxury Premium
Shri Madhuram,3.9,400.0,"Byresandra,Tavarekere,Madiwala",South Indian,Mid-Range
Shri Ram Sweet Centre,4.0,150.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Shri Sai Ram Andhra Hotel,2.8,300.0,Bellandur,South Indian,Budget-Friendly
Shri Udupi Cafe,3.9,300.0,New Bel Road,South Indian,Budget-Friendly
Shri Vinayaka Ice N Juice,3.1,150.0,Basavanagudi,Beverages,Budget-Friendly
Shri Vishnu Grand,3.0,450.0,Bellandur,North Indian,Luxury Premium
Shringar Sweets & Snacks,3.5,200.0,Banashankari,Mithai,Budget-Friendly
Shrinidhi Military Hotel,3.3,300.0,Banashankari,North Indian,Budget-Friendly
Shrusti Coffee,3.7,150.0,Malleshwaram,Cafe,Budget-Friendly
Shubh Sweets,3.9,400.0,Hsr,Street Food,Mid-Range
Shuchi Ruchi,4.0,350.0,Malleshwaram,Chinese,Mid-Range
Shuddh Desi Khana,4.0,400.0,Bannerghatta Road,North Indian,Mid-Range
Shudh,4.1,300.0,Bellandur,North Indian,Budget-Friendly
Shudh Desi Khana,3.5,200.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Shyam'S Lunch Box,3.2,300.0,Whitefield,Biryani,Budget-Friendly
Shyvan Restaurant,3.6,500.0,Basavanagudi,North Indian,Luxury Premium
Sichuan,4.0,800.0,Hsr,Chinese,Luxury Premium
Siddappa Hotel,4.1,150.0,Brigade Road,South Indian,Budget-Friendly
Siddharth Restaurant,3.6,400.0,Whitefield,North Indian,Mid-Range
Siddiqu Kabab Center,4.4,250.0,Lavelle Road,North Indian,Budget-Friendly
Siddique Kabab Centre,3.9,550.0,Brigade Road,Mughlai,Luxury Premium
Side Street Kitchen,2.8,400.0,"Byresandra,Tavarekere,Madiwala",Kerala,Mid-Range
Sidekicks,3.4,450.0,Kalyan Nagar,Continental,Luxury Premium
Sidewalk - The Garden Bar,4.4,1300.0,Marathahalli,North Indian,Luxury Premium
Sidewalk Cafe - Nahar'S Heritage Hotel,3.9,800.0,Brigade Road,Italian,Luxury Premium
Sidewalk Cafe & Bar - The Paul Bangalore,4.2,1500.0,Indiranagar,European,Luxury Premium
Sidra Eatery,3.9,400.0,Frazer Town,North Indian,Mid-Range
Sigree Global Grill,4.4,1400.0,Kalyan Nagar,North Indian,Luxury Premium
Sihi Chocolaterie,3.7,300.0,Basavanagudi,Desserts,Budget-Friendly
Sikori,4.2,350.0,Kalyan Nagar,Street Food,Mid-Range
Sila Restaurant,3.8,750.0,Electronic City,Chinese,Luxury Premium
Silbatti,3.9,750.0,Hsr,North Indian,Luxury Premium
Silicon Spicy Bite & Sip,2.8,200.0,Electronic City,Fast Food,Budget-Friendly
Silsila,2.7,800.0,Koramangala 4Th Block,North Indian,Luxury Premium
Silsila Restaurant,3.7,600.0,Bellandur,Chinese,Luxury Premium
Silver Leaf - Ramee Guestline Hotels,3.5,900.0,Electronic City,Continental,Luxury Premium
Silver Spoon,3.3,800.0,Lavelle Road,North Indian,Luxury Premium
Silver Spoon Restaurant,3.2,400.0,Kalyan Nagar,North Indian,Mid-Range
Silver Star,3.4,500.0,Lavelle Road,South Indian,Luxury Premium
Simhapuri Kitchen,3.9,800.0,Whitefield,Andhra,Luxury Premium
Simhapuri Mess,3.8,300.0,Indiranagar,North Indian,Budget-Friendly
Simon Says Brew Works,4.5,1400.0,"Byresandra,Tavarekere,Madiwala",Continental,Luxury Premium
Simple Thindies,3.5,200.0,Banashankari,South Indian,Budget-Friendly
Simply Indian,3.9,800.0,Bannerghatta Road,North Indian,Luxury Premium
Simu?S Kitchen,3.4,500.0,Frazer Town,Mughlai,Luxury Premium
Sindh Kitchen,4.2,1100.0,Malleshwaram,North Indian,Luxury Premium
Sindhu Family Restaurant,3.2,600.0,New Bel Road,North Indian,Luxury Premium
Sindhuri Restaurant,3.1,600.0,Brookefield,Chinese,Luxury Premium
Singh Da Dhaba,3.3,400.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Singh Punjabi Dhaba,3.8,400.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Singh Saab,3.7,850.0,Indiranagar,North Indian,Luxury Premium
Singh Saab Dhaba,3.8,400.0,Malleshwaram,Fast Food,Mid-Range
Singh Saheb Di Rasoi,3.2,800.0,Bellandur,North Indian,Luxury Premium
Sintales,3.6,600.0,Bellandur,Cafe,Luxury Premium
Sip N Bite,3.3,300.0,Hsr,Fast Food,Budget-Friendly
Sip N Dine,3.6,800.0,Banashankari,North Indian,Luxury Premium
Siridhanya Upahara Darshini,3.4,400.0,Brigade Road,South Indian,Mid-Range
Sitaar,3.8,800.0,Electronic City,North Indian,Luxury Premium
Sitara Veg Restaurant,3.9,400.0,Electronic City,South Indian,Mid-Range
Sixth Avenue Cafe And Patisserie,4.4,600.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Sizzles,2.8,800.0,Brookefield,North Indian,Luxury Premium
Sizzling China,2.9,300.0,Malleshwaram,Chinese,Budget-Friendly
Sizzling Pasto,4.1,1100.0,Marathahalli,Continental,Luxury Premium
Sizzling Szechuan,3.9,600.0,Kalyan Nagar,Chinese,Luxury Premium
Sizzling Tandoor,3.1,400.0,Koramangala 4Th Block,Mughlai,Mid-Range
Sk Grand Hotel,3.2,400.0,Basavanagudi,South Indian,Mid-Range
Sk Tiffins Corner,3.3,100.0,Kalyan Nagar,South Indian,Budget-Friendly
Skanda Cafe,3.5,400.0,Kalyan Nagar,South Indian,Mid-Range
Skandas Veg Restaurant,3.2,400.0,Brookefield,South Indian,Mid-Range
Sketches,3.5,350.0,New Bel Road,South Indian,Mid-Range
Skoolroom,4.3,700.0,Brigade Road,Cafe,Luxury Premium
Sks Veg Corner,3.4,300.0,New Bel Road,South Indian,Budget-Friendly
Sky Fog,3.1,300.0,Old Airport Road,Desserts,Budget-Friendly
Sky Juice Corner,2.8,100.0,"Byresandra,Tavarekere,Madiwala",Juices,Budget-Friendly
Sky Lounge Bar - Svenska Design Hotel,4.0,1500.0,Electronic City,North Indian,Luxury Premium
Skydeck By Sherlock'S,4.2,1500.0,Brigade Road,Continental,Luxury Premium
Skyline Family Restaurant,3.2,550.0,Residency Road,North Indian,Luxury Premium
Skyline Pizzeria,3.9,600.0,Jayanagar,Cafe,Luxury Premium
Skylit - Citrus Hotels,3.6,1500.0,Bellandur,North Indian,Luxury Premium
Skytouch Le Cafe,3.7,700.0,Bannerghatta Road,Cafe,Luxury Premium
Skywalk Restobar,3.3,700.0,Hsr,North Indian,Luxury Premium
Skyye,4.2,2500.0,Brigade Road,Continental,Luxury Premium
Sl Vadapav,4.0,100.0,Basavanagudi,Maharashtrian,Budget-Friendly
Slanz Cafe,3.6,500.0,Malleshwaram,Cafe,Luxury Premium
Slate Cafe,4.1,600.0,Bannerghatta Road,Cafe,Luxury Premium
Slice Of Spice,3.1,400.0,Bannerghatta Road,North Indian,Mid-Range
Slimsins Cafe,4.1,850.0,Basavanagudi,Cafe,Luxury Premium
Sln Lunch Home,3.9,100.0,Brigade Road,South Indian,Budget-Friendly
Slo' Food Co.2,3.7,2000.0,Indiranagar,European,Luxury Premium
Sloshed,3.9,1200.0,Rajajinagar,Arabian,Luxury Premium
Slounge - Lemon Tree Hotel,3.8,1500.0,Electronic City,Finger Food,Luxury Premium
Slounge - Lemon Tree Premier,4.0,1500.0,Brigade Road,Finger Food,Luxury Premium
Slurpy Shakes,3.5,300.0,Brookefield,Beverages,Budget-Friendly
Slv Andhra Mess,3.5,200.0,Indiranagar,Chinese,Budget-Friendly
Slv Corner Restaurant,4.1,550.0,Banashankari,South Indian,Luxury Premium
Slv Delite,3.0,500.0,Lavelle Road,South Indian,Luxury Premium
Slv Grand,3.3,300.0,Brookefield,South Indian,Budget-Friendly
Slv Kabab Centre,3.2,100.0,Bannerghatta Road,Biryani,Budget-Friendly
Slv Ragigudda,2.8,400.0,Basavanagudi,South Indian,Mid-Range
Slv Refreshment,4.1,100.0,Banashankari,South Indian,Budget-Friendly
Slv Restaurant,4.1,300.0,Jayanagar,South Indian,Budget-Friendly
Slv Swadishta,3.8,300.0,Banashankari,South Indian,Budget-Friendly
Slv Upachar,3.1,250.0,Banashankari,South Indian,Budget-Friendly
Slv Upahara,3.5,200.0,Jp Nagar,South Indian,Budget-Friendly
Sly Granny - The Community House,4.4,2500.0,Indiranagar,Modern Indian,Luxury Premium
Smaaash,4.0,1500.0,Whitefield,North Indian,Luxury Premium
Smack,3.5,400.0,Koramangala 6Th Block,Fast Food,Mid-Range
S'Mack,3.5,300.0,Brookefield,Rolls,Budget-Friendly
Smack Cafe,3.3,400.0,Koramangala 6Th Block,Cafe,Mid-Range
Smacznego,4.2,550.0,Banashankari,Cafe,Luxury Premium
Smally'S Resto Cafe,4.0,650.0,Hsr,Cafe,Luxury Premium
Smise,4.0,650.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Smoke - The Sizzler House,3.3,900.0,Marathahalli,Continental,Luxury Premium
Smoke De Burger,3.6,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Smoke House Deli,4.6,1600.0,Brigade Road,European,Luxury Premium
Smoke Oil Salt,2.8,850.0,Bannerghatta Road,Arabian,Luxury Premium
Smoke-A-Pot,3.3,500.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Smokey Tribe Restaurant,3.8,650.0,"Byresandra,Tavarekere,Madiwala",North Eastern,Luxury Premium
Smokie Brownie,3.2,600.0,Church Street,Cafe,Luxury Premium
Smokin Bites,3.3,200.0,Sarjapur Road,North Indian,Budget-Friendly
Smoodies,3.7,300.0,Indiranagar,Juices,Budget-Friendly
Smoodys,3.0,350.0,Indiranagar,Fast Food,Mid-Range
Smoor,4.2,700.0,Malleshwaram,Desserts,Luxury Premium
Smooth,2.8,200.0,Kalyan Nagar,Desserts,Budget-Friendly
Smooth Blender,3.4,300.0,Bannerghatta Road,Beverages,Budget-Friendly
Smoothie Hub,3.1,100.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Sms: Stop Making Sense,2.8,400.0,Hsr,Chinese,Mid-Range
Snack House,3.8,200.0,Brigade Road,Fast Food,Budget-Friendly
Snack Knack,3.0,200.0,Bannerghatta Road,North Indian,Budget-Friendly
Snack Magic,3.7,250.0,Malleshwaram,Fast Food,Budget-Friendly
Snackiey,3.5,250.0,Bannerghatta Road,North Indian,Budget-Friendly
Snacks Bite,3.0,400.0,Banashankari,Fast Food,Mid-Range
Snacks Joint,3.7,150.0,Old Airport Road,Fast Food,Budget-Friendly
Snacksjoint,3.7,150.0,Koramangala 4Th Block,Fast Food,Budget-Friendly
Snack'Ups,3.5,250.0,Old Airport Road,Fast Food,Budget-Friendly
Snakk That,3.9,250.0,"Byresandra,Tavarekere,Madiwala",Burger,Budget-Friendly
Snaxup Restaurant,3.5,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Sneha Fast Food,2.8,200.0,Kalyan Nagar,Fast Food,Budget-Friendly
Snow Gola,3.7,150.0,Brigade Road,Desserts,Budget-Friendly
Snow Lion Tibet Kitchen,3.9,400.0,New Bel Road,Tibetan,Mid-Range
Snow'Ora,2.8,350.0,Kalyan Nagar,Desserts,Mid-Range
Sober Turtle,3.3,250.0,Koramangala 5Th Block,Street Food,Budget-Friendly
Soda Bottle Opener Wala,4.4,1300.0,Brigade Road,Parsi,Luxury Premium
So-Fat'S Dosas,3.8,200.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Soham Bombay Masti Magic,3.6,150.0,Kammanahalli,Street Food,Budget-Friendly
Soho Bar & Grill,2.7,1100.0,Banashankari,North Indian,Luxury Premium
Somilan Steak House,4.3,800.0,Brigade Road,North Eastern,Luxury Premium
Sona Chicken Kabab,3.2,200.0,Brigade Road,North Indian,Budget-Friendly
Sonar Bangala,3.8,500.0,Koramangala 6Th Block,Bengali,Luxury Premium
Soo Ra Sang,4.1,1500.0,Indiranagar,Korean,Luxury Premium
Sooperolls,3.5,250.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Sorse,4.0,750.0,Brookefield,Bengali,Luxury Premium
Sos,2.8,300.0,Indiranagar,North Indian,Budget-Friendly
Sotally Tober,4.4,1200.0,Church Street,Asian,Luxury Premium
Sotang'S,3.3,250.0,Frazer Town,North Indian,Budget-Friendly
Soul Cafe,3.9,800.0,Church Street,Cafe,Luxury Premium
Soul City,3.8,2000.0,Lavelle Road,Italian,Luxury Premium
Soul Curry Restaurant,3.6,600.0,Electronic City,Andhra,Luxury Premium
Soul Indian Specialty - Svenska Design Hotel,3.7,2000.0,Electronic City,North Indian,Luxury Premium
Soul Treat,4.3,750.0,Bellandur,Bakery,Luxury Premium
Soundarya Military Hotel,3.8,200.0,Malleshwaram,South Indian,Budget-Friendly
Soup N Grill,3.5,600.0,Whitefield,Chinese,Luxury Premium
Soup Station,3.9,150.0,Indiranagar,Healthy Food,Budget-Friendly
Soup'Ermanz Kitchen,4.1,750.0,Bellandur,Cafe,Luxury Premium
South Grand,3.4,400.0,Banashankari,South Indian,Mid-Range
South House,3.8,800.0,Brookefield,South Indian,Luxury Premium
South Idlis,4.0,150.0,Malleshwaram,South Indian,Budget-Friendly
South Indian Kitchen,3.3,300.0,Jayanagar,Asian,Budget-Friendly
South Inn,3.1,150.0,Lavelle Road,South Indian,Budget-Friendly
South Kitchen,4.3,100.0,Banashankari,South Indian,Budget-Friendly
South Parade - The Chancery Hotel,3.1,1200.0,Brigade Road,North Indian,Luxury Premium
South Point Pub,3.4,800.0,Banashankari,North Indian,Luxury Premium
South Ruchis,3.9,850.0,Rajajinagar,North Indian,Luxury Premium
South Ruchis Square,4.3,850.0,Malleshwaram,North Indian,Luxury Premium
South Saviruchi,3.3,250.0,New Bel Road,South Indian,Budget-Friendly
South Side,3.3,250.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
South Side Grill,3.5,600.0,"Byresandra,Tavarekere,Madiwala",Mughlai,Luxury Premium
South Spicy Bites,3.7,500.0,Malleshwaram,North Indian,Luxury Premium
South Spicy Bites Express,3.8,400.0,New Bel Road,Seafood,Mid-Range
South Tiffins,3.5,150.0,Koramangala 6Th Block,South Indian,Budget-Friendly
South Treat,3.4,400.0,Brookefield,South Indian,Mid-Range
Southease,3.5,400.0,Old Airport Road,South Indian,Mid-Range
Southern Spice,2.6,800.0,Whitefield,North Indian,Luxury Premium
Southindies,4.0,800.0,Old Airport Road,South Indian,Luxury Premium
Southinn,3.1,250.0,Sarjapur Road,South Indian,Budget-Friendly
Spar Refresh,3.4,300.0,Bannerghatta Road,North Indian,Budget-Friendly
Special Biriyani,2.9,300.0,Jayanagar,North Indian,Budget-Friendly
Specialist Restaurant,3.1,400.0,Kalyan Nagar,North Indian,Mid-Range
Speedbreaker,3.4,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Speedy Chow,3.5,600.0,Marathahalli,Chinese,Luxury Premium
Spellbound,3.3,400.0,Brookefield,Street Food,Mid-Range
Sphyre - Gateway Hotel,3.6,1700.0,Brigade Road,Finger Food,Luxury Premium
Spice,3.3,1500.0,Electronic City,Andhra,Luxury Premium
Spice 9,3.4,300.0,Banashankari,Biryani,Budget-Friendly
Spice Affair,3.6,600.0,Marathahalli,North Indian,Luxury Premium
Spice Boulevard,3.9,700.0,Whitefield,Cafe,Luxury Premium
Spice Code,3.9,1000.0,Bannerghatta Road,South Indian,Luxury Premium
Spice Corner,3.5,800.0,Kalyan Nagar,North Indian,Luxury Premium
Spice Cove - I.V Sanctum,3.8,750.0,Lavelle Road,North Indian,Luxury Premium
Spice Darbar,3.9,1000.0,Marathahalli,Mughlai,Luxury Premium
Spice Elephant,4.1,800.0,Banashankari,Chinese,Luxury Premium
Spice Garden By Dum Mast Biryani,3.2,550.0,Bellandur,North Indian,Luxury Premium
Spice It,3.8,1200.0,Lavelle Road,North Indian,Luxury Premium
Spice It - Ibis Hotel,3.0,1200.0,Hsr,Asian,Luxury Premium
Spice Kitchen,3.8,750.0,Kammanahalli,Andhra,Luxury Premium
Spice Of Andhra,3.7,500.0,Hsr,Andhra,Luxury Premium
Spice Of India & Chai Tales,2.8,400.0,Hsr,Biryani,Mid-Range
Spice Of Kolkata,2.8,400.0,Bellandur,Bengali,Mid-Range
Spice Resto,3.3,400.0,Hsr,Kerala,Mid-Range
Spice Terrace - Jw Marriott,4.3,3000.0,Brigade Road,North Indian,Luxury Premium
Spice Treat,2.8,400.0,Marathahalli,North Indian,Mid-Range
Spice Up,3.8,600.0,Bannerghatta Road,Chinese,Luxury Premium
Spices,3.2,450.0,Indiranagar,South Indian,Luxury Premium
Spices The Food Joint,3.1,550.0,Malleshwaram,North Indian,Luxury Premium
Spicy Andhra,2.9,600.0,Bellandur,Andhra,Luxury Premium
Spicy Corner,3.9,250.0,Indiranagar,Street Food,Budget-Friendly
Spicy Fingers,3.4,600.0,Malleshwaram,North Indian,Luxury Premium
Spicy House,3.7,500.0,Brookefield,North Indian,Luxury Premium
Spicy Hub,3.0,400.0,Bellandur,North Indian,Mid-Range
Spicy Khana Point,2.8,500.0,Sarjapur Road,North Indian,Luxury Premium
Spicy Kitchen,3.7,500.0,"Byresandra,Tavarekere,Madiwala",Andhra,Luxury Premium
Spicy Onion,3.6,400.0,Brookefield,North Indian,Mid-Range
Spicy Paratha House,3.0,450.0,Bellandur,North Indian,Luxury Premium
Spicy Punjabi Pharatha,2.7,500.0,Bellandur,North Indian,Luxury Premium
Spicy Restaurant,3.0,400.0,Church Street,North Indian,Mid-Range
Spicy Tadka,3.5,400.0,Electronic City,North Indian,Mid-Range
Spicy Tandoor,2.8,150.0,Banashankari,North Indian,Budget-Friendly
Spicy World,3.4,200.0,Bannerghatta Road,North Indian,Budget-Friendly
Spoon Me,3.4,400.0,Brookefield,Bengali,Mid-Range
Spoonful Of Sugar,4.0,800.0,Indiranagar,Desserts,Luxury Premium
Spoorthi Ice Cream,3.5,150.0,Koramangala 6Th Block,Desserts,Budget-Friendly
Sports Bar - Le Meridien,3.7,2500.0,Lavelle Road,Finger Food,Luxury Premium
Spotlight - The Golden Tulip,2.5,850.0,Electronic City,North Indian,Luxury Premium
Sprinkled,3.8,500.0,Kalyan Nagar,Bakery,Luxury Premium
Spurthi Foods,3.7,300.0,"Byresandra,Tavarekere,Madiwala",Andhra,Budget-Friendly
Squeez Juice Bar,3.8,400.0,Whitefield,Juices,Mid-Range
Squeez Juice Bars,3.3,200.0,Bellandur,Beverages,Budget-Friendly
